,ID,Pred
190,2018_1113_1438,0.2872364099680802
191,2018_1113_1439,0.46627316197925556
192,2018_1113_1447,0.4518658412380802
193,2018_1113_1452,0.41243391950469177
194,2018_1113_1455,0.37044123955638747
195,2018_1113_1457,0.5964636296057633
196,2018_1113_1460,0.4251136299982554
197,2018_1113_1462,0.32739944669945575
198,2018_1116_1120,0.4374854766098225
199,2018_1116_1124,0.6601962718116321
200,2018_1116_1125,0.4717010050764993
201,2018_1116_1137,0.4544512154548605
202,2018_1116_1138,0.44245428038865015
203,2018_1116_1139,0.5776787334283504
204,2018_1116_1149,0.9045235362009674
205,2018_1116_1153,0.3629904920380922
206,2018_1116_1155,0.47792427963315576
207,2018_1116_1166,0.5491747042299271
208,2018_1116_1181,0.42289042484256184
209,2018_1116_1190,0.4872138861271818
210,2018_1116_1195,0.5628402011711066
211,2018_1116_1196,0.5613585489975274
212,2018_1116_1199,0.5505839605630974
213,2018_1116_1211,0.36587054780078937
214,2018_1116_1217,0.6157098843888651
215,2018_1116_1222,0.42019572161689644
216,2018_1116_1242,0.40770851112828743
217,2018_1116_1243,0.5137342439228136
218,2018_1116_1246,0.47321186749152927
219,2018_1116_1257,0.5781117768519207
220,2018_1116_1260,0.3959306508441256
221,2018_1116_1274,0.48815011925393686
222,2018_1116_1276,0.40659144241610234
223,2018_1116_1277,0.3727638964720432
224,2018_1116_1281,0.5805510926933705
225,2018_1116_1285,0.4462447565010203
226,2018_1116_1292,0.45626202829901097
227,2018_1116_1301,0.5313348543935503
228,2018_1116_1305,0.41871185458838356
229,2018_1116_1308,0.4187200693490973
230,2018_1116_1311,0.6070726460374712
231,2018_1116_1314,0.45793041910946636
232,2018_1116_1326,0.4527365436727845
233,2018_1116_1328,0.6261448706975667
234,2018_1116_1344,0.552207384376927
235,2018_1116_1345,0.39622360982168275
236,2018_1116_1348,0.4355033809536616
237,2018_1116_1351,0.49698843195746345
238,2018_1116_1355,0.4317007278357321
239,2018_1116_1364,0.5196400997090918
240,2018_1116_1366,0.9083245386177057
241,2018_1116_1371,0.5320565676999757
242,2018_1116_1380,1.0
243,2018_1116_1382,0.43188197895013
244,2018_1116_1388,0.3958683023612424
245,2018_1116_1393,0.5837529604805352
246,2018_1116_1395,0.5341844188573202
247,2018_1116_1397,0.4378256098679253
248,2018_1116_1400,0.6126526398343874
249,2018_1116_1401,0.5653187911769428
250,2018_1116_1403,0.46623819695903873
251,2018_1116_1418,0.4302155196681972
252,2018_1116_1436,0.43077337441713187
253,2018_1116_1437,0.36316156135336847
254,2018_1116_1438,0.3413807820734266
255,2018_1116_1439,0.5291131909124274
256,2018_1116_1447,0.5146364196375988
257,2018_1116_1452,0.47446833531754085
258,2018_1116_1455,0.430790367944936
259,2018_1116_1457,0.6553068059816356
260,2018_1116_1460,0.48747293501499767
261,2018_1116_1462,0.38502496684349463
262,2018_1120_1124,0.7141329762826081
263,2018_1120_1125,0.5344593765480258
264,2018_1120_1137,0.5171612022308796
265,2018_1120_1138,0.5050413476264771
266,2018_1120_1139,0.6375220024890639
267,2018_1120_1149,0.9241349498906056
268,2018_1120_1153,0.42286225017309664
269,2018_1120_1155,0.540663272932857
270,2018_1120_1166,0.6103325201679297
271,2018_1120_1181,0.48511799530283845
272,2018_1120_1190,0.5498879147132477
273,2018_1120_1195,0.6234154116949874
274,2018_1120_1196,0.6220011836094573
275,2018_1120_1199,0.6116857784994117
276,2018_1120_1211,0.42589973687216937
277,2018_1120_1217,0.6732126398119838
278,2018_1120_1222,0.48235819024337057
279,2018_1120_1242,0.4695196007392535
280,2018_1120_1243,0.575987797946482
281,2018_1120_1246,0.5359673211962445
282,2018_1120_1257,0.6379321431384416
283,2018_1120_1260,0.4573348835665674
284,2018_1120_1274,0.5508152161883784
285,2018_1120_1276,0.4683670982205183
286,2018_1120_1277,0.43315154139534073
287,2018_1120_1281,0.6402408219642904
288,2018_1120_1285,0.5088786257904939
289,2018_1120_1292,0.5189841823334095
290,2018_1120_1301,0.5931197349390439
291,2018_1120_1305,0.48083685332063814
292,2018_1120_1308,0.48084527868878096
293,2018_1120_1311,0.6651649792237293
294,2018_1120_1314,0.5206623066429124
295,2018_1120_1326,0.5154334692132105
296,2018_1120_1328,0.6828903829037737
297,2018_1120_1344,0.6132435272209001
298,2018_1120_1345,0.45763885618017563
299,2018_1120_1348,0.49798541328757673
300,2018_1120_1351,0.5595477988276779
301,2018_1120_1355,0.49411473809858325
302,2018_1120_1364,0.5817531199650469
303,2018_1120_1366,0.9272180270152545
304,2018_1120_1371,0.5938190372926913
305,2018_1120_1380,1.0
306,2018_1120_1382,0.49429940140807344
307,2018_1120_1388,0.45727018522439256
308,2018_1120_1393,0.6432670273832405
309,2018_1120_1395,0.5958793568178912
310,2018_1120_1397,0.5003455048950777
311,2018_1120_1400,0.6703679484847659
312,2018_1120_1401,0.6257789057662854
313,2018_1120_1403,0.5289975294427581
314,2018_1120_1418,0.4926009279630637
315,2018_1120_1436,0.49316965999066176
316,2018_1120_1437,0.42304279710582077
317,2018_1120_1438,0.39992596709745226
318,2018_1120_1439,0.5909654865595226
319,2018_1120_1447,0.5768696037225914
320,2018_1120_1452,0.5372204891763318
321,2018_1120_1455,0.4931869823309484
322,2018_1120_1457,0.7096783200434043
323,2018_1120_1460,0.550144535862298
324,2018_1120_1462,0.4459865807953641
325,2018_1124_1125,0.3148619478214957
326,2018_1124_1137,0.3000897213243078
327,2018_1124_1138,0.2900015824085726
328,2018_1124_1139,0.41315996647166275
329,2018_1124_1149,0.8298210535100436
330,2018_1124_1153,0.22678110420427228
331,2018_1124_1155,0.3202704250767613
332,2018_1124_1166,0.385366275955301
333,2018_1124_1181,0.2738675099342228
334,2018_1124_1190,0.3284233675890133
335,2018_1124_1195,0.3985592064548833
336,2018_1124_1196,0.39711716665587443
337,2018_1124_1199,0.3867157558414877
338,2018_1124_1211,0.22896889849576896
339,2018_1124_1217,0.45195101229408696
340,2018_1124_1222,0.2716753755136022
341,2018_1124_1242,0.26161036619429706
342,2018_1124_1243,0.352237559393655
343,2018_1124_1246,0.31617109888506223
344,2018_1124_1257,0.41359046029603364
345,2018_1124_1260,0.25225549091386623
346,2018_1124_1274,0.3292503879839192
347,2018_1124_1276,0.260717386164418
348,2018_1124_1277,0.23423565672104799
349,2018_1124_1281,0.4160201205502486
350,2018_1124_1285,0.29317276431398087
351,2018_1124_1292,0.3016255264453454
352,2018_1124_1301,0.3684981695036053
353,2018_1124_1305,0.27047132547670866
354,2018_1124_1308,0.27047798516593646
355,2018_1124_1311,0.4429630365151643
356,2018_1124_1314,0.3030436109841974
357,2018_1124_1326,0.2986386450698864
358,2018_1124_1328,0.46295411510650547
359,2018_1124_1344,0.38827344440035966
360,2018_1124_1345,0.25248657561052734
361,2018_1124_1348,0.28422476963565774
362,2018_1124_1351,0.337106506778684
363,2018_1124_1355,0.28108529216038564
364,2018_1124_1364,0.3576523711730188
365,2018_1124_1366,0.8360570016149182
366,2018_1124_1371,0.3691729285380291
367,2018_1124_1380,1.0
368,2018_1124_1382,0.28123460069155165
369,2018_1124_1388,0.25220632121351183
370,2018_1124_1393,0.4192214963625592
371,2018_1124_1395,0.37116605680698883
372,2018_1124_1397,0.28614924248196094
373,2018_1124_1400,0.4487573600710128
374,2018_1124_1401,0.40097791976737657
375,2018_1124_1403,0.3101491693902501
376,2018_1124_1418,0.27986307850503916
377,2018_1124_1436,0.280321889435761
378,2018_1124_1437,0.22691084723658655
379,2018_1124_1438,0.21059942475769658
380,2018_1124_1439,0.3664250383077689
381,2018_1124_1447,0.35306204622823195
382,2018_1124_1452,0.3172617184376816
383,2018_1124_1455,0.2803358707926524
384,2018_1124_1457,0.4945701664456383
385,2018_1124_1460,0.32865209960368874
386,2018_1124_1462,0.24371063143730387
387,2018_1125_1137,0.4826608105703159
388,2018_1125_1138,0.4705615146640305
389,2018_1125_1139,0.6050539969263395
390,2018_1125_1149,0.913871188147919
391,2018_1125_1153,0.38957694401492043
392,2018_1125_1155,0.5062388647484326
393,2018_1125_1166,0.577044838396673
394,2018_1125_1181,0.45075962545704684
395,2018_1125_1190,0.5155353659557655
396,2018_1125_1195,0.5904954783966554
397,2018_1125_1196,0.5890391190630615
398,2018_1125_1199,0.5784338510227311
399,2018_1125_1211,0.3925379556665827
400,2018_1125_1217,0.6421470523278417
401,2018_1125_1222,0.4480252009732627
402,2018_1125_1242,0.43533191693899753
403,2018_1125_1243,0.5419679928363691
404,2018_1125_1246,0.5015154577510613
405,2018_1125_1257,0.6054781404802397
406,2018_1125_1260,0.4233264131311132
407,2018_1125_1274,0.516471207978199
408,2018_1125_1276,0.43419464619555687
409,2018_1125_1277,0.3996171153155653
410,2018_1125_1281,0.607866553922089
411,2018_1125_1285,0.4743879049649551
412,2018_1125_1292,0.4844842051029416
413,2018_1125_1301,0.5594230768790593
414,2018_1125_1305,0.44651874218567233
415,2018_1125_1308,0.44652708342147696
416,2018_1125_1311,0.6337505583707475
417,2018_1125_1314,0.48616352324428364
418,2018_1125_1326,0.48093353236059383
419,2018_1125_1328,0.6522695940450934
420,2018_1125_1344,0.5800334085851028
421,2018_1125_1345,0.4236254272813735
422,2018_1125_1348,0.4635361622225305
423,2018_1125_1351,0.5252960502385939
424,2018_1125_1355,0.4596880629898756
425,2018_1125_1364,0.5478327537953275
426,2018_1125_1366,0.9173340626261896
427,2018_1125_1371,0.5601373437724342
428,2018_1125_1380,1.0
429,2018_1125_1382,0.4598715560374483
430,2018_1125_1388,0.42326277337669604
431,2018_1125_1393,0.6109996236481002
432,2018_1125_1395,0.5622425637663844
433,2018_1125_1397,0.4658845036465816
434,2018_1125_1400,0.6391768754682727
435,2018_1125_1401,0.5929306730080073
436,2018_1125_1403,0.49451623457417454
437,2018_1125_1418,0.4581841980817906
438,2018_1125_1436,0.4587491201985737
439,2018_1125_1437,0.38975287672229
440,2018_1125_1438,0.36729708855549564
441,2018_1125_1439,0.5572236056627843
442,2018_1125_1447,0.5428643975191172
443,2018_1125_1452,0.5027753512331207
444,2018_1125_1455,0.4587663278858908
445,2018_1125_1457,0.6804337563326824
446,2018_1125_1460,0.5157943265050263
447,2018_1125_1462,0.41218102311701327
448,2018_1137_1138,0.48787594971833187
449,2018_1137_1139,0.6215078552606046
450,2018_1137_1149,0.9191779729073525
451,2018_1137_1153,0.4061977408565815
452,2018_1137_1155,0.5235678561916146
453,2018_1137_1166,0.5938823599077488
454,2018_1137_1181,0.4679894941202781
455,2018_1137_1190,0.5328391717488759
456,2018_1137_1195,0.6071620680031301
457,2018_1137_1196,0.6057254049959897
458,2018_1137_1199,0.595254861852715
459,2018_1137_1211,0.40920039576324735
460,2018_1137_1217,0.657929239703627
461,2018_1137_1222,0.4652390841302414
462,2018_1137_1242,0.4524578719100693
463,2018_1137_1243,0.5591350540847427
464,2018_1137_1246,0.5188526656291685
465,2018_1137_1257,0.6219253700109639
466,2018_1137_1260,0.44034838533197723
467,2018_1137_1274,0.5337718168361953
468,2018_1137_1276,0.45131161961846794
469,2018_1137_1277,0.41637408175034035
470,2018_1137_1281,0.6242760004850523
471,2018_1137_1285,0.49171237248625455
472,2018_1137_1292,0.5018253588473305
473,2018_1137_1301,0.5764471974448995
474,2018_1137_1305,0.46372337120078094
475,2018_1137_1308,0.46373176455186904
476,2018_1137_1311,0.6497010452945232
477,2018_1137_1314,0.5035060772921414
478,2018_1137_1326,0.4982704346331402
479,2018_1137_1328,0.6678362770828072
480,2018_1137_1344,0.5968350802611159
481,2018_1137_1345,0.4406502355046709
482,2018_1137_1348,0.4808268625275163
483,2018_1137_1351,0.5425605691913628
484,2018_1137_1355,0.47696284271058637
485,2018_1137_1364,0.5649564486013129
486,2018_1137_1366,0.9224455908446758
487,2018_1137_1371,0.5771547261489944
488,2018_1137_1380,1.0
489,2018_1137_1382,0.4771471418776743
490,2018_1137_1388,0.4402841403569457
491,2018_1137_1393,0.6273583355068291
492,2018_1137_1395,0.5792396800602702
493,2018_1137_1397,0.4831839038348693
494,2018_1137_1400,0.6550196821005132
495,2018_1137_1401,0.6095636839372578
496,2018_1137_1403,0.5118599347662615
497,2018_1137_1418,0.4754521937565637
498,2018_1137_1436,0.47601970133970234
499,2018_1137_1437,0.4063761825843732
500,2018_1137_1438,0.3835646249950886
501,2018_1137_1439,0.5742680368582804
502,2018_1137_1447,0.5600251360828354
503,2018_1137_1452,0.5201106695728278
504,2018_1137_1455,0.4760369870811197
505,2018_1137_1457,0.6953285456802163
506,2018_1137_1460,0.5330972597640234
507,2018_1137_1462,0.4290883007678046
508,2018_1138_1139,0.632849069894986
509,2018_1138_1149,0.9227089673415698
510,2018_1138_1153,0.41794853465516113
511,2018_1138_1155,0.5356511589279235
512,2018_1138_1166,0.6055259570697138
513,2018_1138_1181,0.4800826249092319
514,2018_1138_1190,0.5448917285823968
515,2018_1138_1195,0.6186693989717106
516,2018_1138_1196,0.6172482904040381
517,2018_1138_1199,0.6068851562684381
518,2018_1138_1211,0.4209764710028115
519,2018_1138_1217,0.6687607567208119
520,2018_1138_1222,0.4773249093706991
521,2018_1138_1242,0.46450007311279995
522,2018_1138_1243,0.5710553300805626
523,2018_1138_1246,0.5309484203066681
524,2018_1138_1257,0.6332614563265604
525,2018_1138_1260,0.45233454533031864
526,2018_1138_1274,0.5458208215553857
527,2018_1138_1276,0.4633491298109269
528,2018_1138_1277,0.428206972584208
529,2018_1138_1281,0.6355829042743483
530,2018_1138_1285,0.5038379653169971
531,2018_1138_1292,0.513948174395178
532,2018_1138_1301,0.5882440916989976
533,2018_1138_1305,0.47580485548038026
534,2018_1138_1308,0.4758132734861883
535,2018_1138_1311,0.6606587241633217
536,2018_1138_1314,0.5156274704126754
537,2018_1138_1326,0.510395356849792
538,2018_1138_1328,0.6785073804913606
539,2018_1138_1344,0.6084498356335094
540,2018_1138_1345,0.45263796657649835
541,2018_1138_1348,0.4929443522962778
542,2018_1138_1351,0.5545719814885379
543,2018_1138_1355,0.4890746870729976
544,2018_1138_1364,0.5768384469412144
545,2018_1138_1366,0.925845344847163
546,2018_1138_1371,0.5889459663196547
547,2018_1138_1380,1.0
548,2018_1138_1382,0.489259288477906
549,2018_1138_1388,0.45226996482236576
550,2018_1138_1393,0.6386261757070688
551,2018_1138_1395,0.591013979685486
552,2018_1138_1397,0.49530412455130396
553,2018_1138_1400,0.6658965444439867
554,2018_1138_1401,0.6210445732655951
555,2018_1138_1403,0.5239701983059626
556,2018_1138_1418,0.4875614362346948
557,2018_1138_1436,0.48812994730338416
558,2018_1138_1437,0.41812850356623643
559,2018_1138_1438,0.3950963184523236
560,2018_1138_1439,0.586082043922766
561,2018_1138_1447,0.5719397703353264
562,2018_1138_1452,0.5322033122514267
563,2018_1138_1455,0.4881472631183511
564,2018_1138_1457,0.7055059017605008
565,2018_1138_1460,0.545148842029154
566,2018_1138_1462,0.44100948573676474
567,2018_1139_1149,0.8738323534191046
568,2018_1139_1153,0.2940780417405975
569,2018_1139_1155,0.40092512612692316
570,2018_1139_1166,0.4710536910297407
571,2018_1139_1181,0.34883350408256036
572,2018_1139_1190,0.40989313255292836
573,2018_1139_1195,0.48486596991917696
574,2018_1139_1196,0.48336262369910377
575,2018_1139_1199,0.4724725732850877
576,2018_1139_1211,0.2966659683258241
577,2018_1139_1217,0.5394494694127565
578,2018_1139_1222,0.3463275098148234
579,2018_1139_1242,0.3347680265841426
580,2018_1139_1243,0.43578146207798846
581,2018_1139_1246,0.39639548344044706
582,2018_1139_1257,0.5004438150343952
583,2018_1139_1260,0.3239448202649443
584,2018_1139_1274,0.4107998151003935
585,2018_1139_1276,0.33373819740516486
586,2018_1139_1277,0.30287820704775326
587,2018_1139_1281,0.5029460953999295
588,2018_1139_1285,0.37072524207529534
589,2018_1139_1292,0.3802112291748582
590,2018_1139_1301,0.45320047105424976
591,2018_1139_1305,0.34494930489909337
592,2018_1139_1308,0.34495693129701427
593,2018_1139_1311,0.5304054744712154
594,2018_1139_1314,0.38179679623940593
595,2018_1139_1326,0.37686608858447057
596,2018_1139_1328,0.5504432658741798
597,2018_1139_1344,0.4741086514876911
598,2018_1139_1345,0.32421310277938814
599,2018_1139_1348,0.36061787406984447
600,2018_1139_1351,0.41938513301740643
601,2018_1139_1355,0.3570555058313359
602,2018_1139_1364,0.44160501248820433
603,2018_1139_1366,0.8786913334978024
604,2018_1139_1371,0.4539188450331187
605,2018_1139_1380,1.0
606,2018_1139_1382,0.3572251168144429
607,2018_1139_1388,0.3238877296131236
608,2018_1139_1393,0.5062365219050102
609,2018_1139_1395,0.4560387461602224
610,2018_1139_1397,0.3627974259454515
611,2018_1139_1400,0.5362424973778797
612,2018_1139_1401,0.4873840096145713
613,2018_1139_1403,0.38971637148124666
614,2018_1139_1418,0.3556663836166318
615,2018_1139_1436,0.35618800062169204
616,2018_1139_1437,0.29423163508047834
617,2018_1139_1438,0.27480105945285627
618,2018_1139_1439,0.4509911279725329
619,2018_1139_1447,0.4366696754625374
620,2018_1139_1452,0.3976019328723189
621,2018_1139_1455,0.3562038930435446
622,2018_1139_1457,0.5815640385360522
623,2018_1139_1460,0.4101439524289417
624,2018_1139_1462,0.3139912939577033
625,2018_1149_1153,0.05673604119398506
626,2018_1149_1155,0.0881135712724717
627,2018_1149_1166,0.11393200775239955
628,2018_1149_1181,0.07179434465831455
629,2018_1149_1190,0.0911491213551119
630,2018_1149_1195,0.119641271577905
631,2018_1149_1196,0.11900870809179247
632,2018_1149_1199,0.1145080591914755
633,2018_1149_1211,0.05740517320004118
634,2018_1149_1217,0.14465535229379523
635,2018_1149_1222,0.07106138693446495
636,2018_1149_1242,0.06773746953235159
637,2018_1149_1243,0.10032869248348245
638,2018_1149_1246,0.08660714249183613
639,2018_1149_1257,0.1263634978720243
640,2018_1149_1260,0.06470772411690025
641,2018_1149_1274,0.09146001959934551
642,2018_1149_1276,0.06744580786607653
643,2018_1149_1277,0.05902772886266725
644,2018_1149_1281,0.12747261613705593
645,2018_1149_1285,0.0783930346256504
646,2018_1149_1292,0.08136611469979824
647,2018_1149_1301,0.10687900484829282
648,2018_1149_1305,0.07066018768254782
649,2018_1149_1308,0.07066240405439628
650,2018_1149_1311,0.14021506722892765
651,2018_1149_1314,0.0818700515972404
652,2018_1149_1326,0.08030955679993178
653,2018_1149_1328,0.15022784384216678
654,2018_1149_1344,0.1151752111483516
655,2018_1149_1345,0.0647818859739231
656,2018_1149_1348,0.07530200746618945
657,2018_1149_1351,0.09444118411624633
658,2018_1149_1355,0.07423091415275711
659,2018_1149_1364,0.10248368160602643
660,2018_1149_1366,0.511202731926502
661,2018_1149_1371,0.10715599927889498
662,2018_1149_1380,1.0
663,2018_1149_1382,0.07428169769590355
664,2018_1149_1388,0.0646919485148747
665,2018_1149_1393,0.12894382676090232
666,2018_1149_1395,0.1079766571441248
667,2018_1149_1397,0.07596199970060223
668,2018_1149_1400,0.1430663110189995
669,2018_1149_1401,0.12070704119216558
670,2018_1149_1403,0.0844178219776389
671,2018_1149_1418,0.07381579180594526
672,2018_1149_1436,0.07397150431009013
673,2018_1149_1437,0.0567756436057184
674,2018_1149_1438,0.05187371032944431
675,2018_1149_1439,0.10603058952077826
676,2018_1149_1447,0.10065515763709117
677,2018_1149_1452,0.08700664377913722
678,2018_1149_1455,0.07397625163579621
679,2018_1149_1457,0.1671335992976823
680,2018_1149_1460,0.09123505224795567
681,2018_1149_1462,0.061989155584049056
682,2018_1153_1155,0.6163413238284688
683,2018_1153_1166,0.6812982942095449
684,2018_1153_1181,0.5625429333624339
685,2018_1153_1190,0.6251000044330511
686,2018_1153_1195,0.6931962579478904
687,2018_1153_1196,0.691914580216496
688,2018_1153_1199,0.682533292600052
689,2018_1153_1211,0.5031085599121589
690,2018_1153_1217,0.7376492418076215
691,2018_1153_1222,0.5598215727012678
692,2018_1153_1242,0.5471003176388447
693,2018_1153_1243,0.6496175969881098
694,2018_1153_1246,0.6118636360322438
695,2018_1153_1257,0.7062903607490039
696,2018_1153_1260,0.5349324975170826
697,2018_1153_1274,0.6259777500712181
698,2018_1153_1276,0.5459533696370641
699,2018_1153_1277,0.5105059894275255
700,2018_1153_1281,0.7083624282773993
701,2018_1153_1285,0.5857813767756856
702,2018_1153_1292,0.5955621683088799
703,2018_1153_1301,0.6655022433172352
